Job Title,Company Name,Job Location,Salary,Applying Method,Job Type,Job link
Data Analyst,The Citizens Foundation (TCF),Karachi,,Easily apply,,https://pk.indeed.com/rc/clk?jk=b0e48e67e5a8d8dc&from=hp&tk=1j65aj4uuh85v800&bb=2AquMhlHz243tU4qWc_GtlGuI3LFSbPKKRsnx6LcXNeXTogwBYp1oBnOeMN3hpbb0rI3T64zCfe2sZCo8brz76-tia-Mba7VM3KFfkYGfE2dOJftNlngkvVQfXjaD8pR-8MShYjQNTM%3D&xkcb=SoDm67M3sFdDcCT4yJ0ZbzkdCdPP
Data Analyst – Customer Service Operations,JOFA Group,Karachi,,Easily apply,,https://pk.indeed.com/rc/clk?jk=7c592927b1cad944&from=hp&tk=1j65aj4uuh85v800&bb=2AquMhlHz25fgrMO_R4dzJQVzePu29TEYz_5JQNsOSzRIe3rLUdoGAGiBE5jX9FHGZmJQkx03ehVZlnv1kBX5ZeE1Ccz8NdsE_PZrEXetKigEC0bfrtWRaIIR2Mk74X120oePEhP5Jc%3D&xkcb=SoD167M3sFdDcCT4yJ0dbzkdCdPP
Customer Success Analyst (Data Analyst),Contour Software,Lahore,Full-time,,,https://pk.indeed.com/rc/clk?jk=afbb2d17f6f2e281&from=hp&tk=1j65aj4uuh85v800&bb=2AquMhlHz25CEITApG20dwj5kE2eMnAZuU6w5Xsw_zc27jS0VQjl_7rXRnrxfNJi5E92xIIO-URIOFNb8d8iXTGehjLtJX-_s2AFwN5jFZzSJAmxlFwCP63WnUMB99zGomFYlBUlzXY%3D&xkcb=SoBE67M3sFdDcCz4yJ0LbzkdCdPP
Data Entry Operator (Lahore) - Male,KnackHR,Lahore,"Rs 40,000 - Rs 45,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=ca9175415151d29b&from=hp&tk=1j65aj4uuh85v800&bb=2AquMhlHz254IaeiJh-54hSNus4V9lPznP51E3YYjB7GYl1IZQJIhBGfU8eEoxuOHtQdX_eXZjfEhJ9VHpOcVZ0-xVBUKWHL5HlWAXnWKxtEZmbsjUqDcDamXBXV4zffpL3JFjNvsfs%3D&xkcb=SoBX67M3sFdDcCz4yJ0PbzkdCdPP
AI-Knowledgeable SEO Specialist,JTR Holidays,Rawalpindi,"Rs 40,000 - Rs 80,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=9134ac8bff366cab&from=hp&tk=1j65aj4uuh85v800&bb=2AquMhlHz251KA3N7R7oNiVwR2t4tRX-YJY1RLCJfytcjbcCQZBRj7XOeZeDLCm3-U3rXxbOQBejt3aIFvIuI0vQmDjlB_VOcB20-XAjwHOxFhlrtS4tHjr15Xaz40RuLrOlJ7JpHMc%3D&xkcb=SoAj67M3sFdDcCz4yJ0DbzkdCdPP
Trainee Analyst – Financial Data & Operations,FGK Back Office Services Pvt Ltd,Islamabad I-8/4,,Easily apply,,https://pk.indeed.com/rc/clk?jk=61b46b9ebacb7d0e&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j20VJ54Ufk_aI_XpCkj9Jb76VANdguarnHtVSHwkrcnPFlmHDMvO84dc1-YKacH3qMyT7kVRGWrt0mh7VQ7SnLDwTgx7wP2xvXRRC_MkhEMtw9TZXZvM2QzYswSMeATkaBc%3D&xkcb=SoDo67M3sFdDD-TDa50AbzkdCdPP
Jr. Business Analyst,Riksof Private Limited,Karachi City,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=300db0bb39a429a8&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j22EJeHcgD8kBAs6Qqec6WU0WnstbbP4mwbR5eUqYb5s1fnQptl8SD3mQMtjjUeMwi2JtGDg_-TZwl7dkKM6BWvdRdB2nhV2Lkk6fjeTBucjUCxQJdS8237y3qpkNex_xXw%3D&xkcb=SoD767M3sFdDD-TDa50EbzkdCdPP
Lead Generation Intern- Remote,Skyray Ventures,Pakistan,,Easily apply,,https://pk.indeed.com/rc/clk?jk=86254fdb28bdb075&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j23QMlRBui9adLn_FAOQxV1WWdQ2y49VeibtNs1R92VXypXy55Ouea4xKu3FW8rtEpFT9iexVTrrn5BVXh9zOqKogq9sZq3J8LpH9Gp9tkDk00uHXJ7grqjMdXM2ghMja5c%3D&xkcb=SoBB67M3sFdDD-TDa50YbzkdCdPP
Business Analyst,StormFiber,Karachi Gpo,"Rs 75,000 - Rs 150,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=c2fe60f20480221c&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j20NaVSliV4KVbJChDFXzDR0CWRaeLDNmsJf0-n_ze9NM5uQu8o2WyaBEqqKbl4VTjrQTwyGEX8e581IzG-toxYKoR5YYGpi9vwtjM2-Hhbfm1eYQljVkD9V8F2cs-nHFFc%3D&xkcb=SoBX67M3sFdDD-zDa50LbzkdCdPP
Junior Accounts Officer,Cordatus Resource Group,Lahore,"Rs 50,000 - Rs 65,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=c5505627dae0d856&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j23UFsClK67KSVkZyIMHshm7nSPM0cCEPWY6PrmAKdX3TZ0zBIwVKo0UxIM8pKos57P78IHMnKb6QhqIAMR4KHkjo-QnH39gILNDbWFB9EYcICdrkF97S_XCDtOrepbsexg%3D&xkcb=SoBE67M3sFdDD-zDa50PbzkdCdPP
Netsuite Accountant / Bookkeeper (Urgent Hire),UC Consulting services LLC,Lahore,"Rs 150,000 - Rs 350,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=2e109600fde71bb4&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j20H7c4FgAzEDn2dSivlyu0g19N-ujMzgXw-uAooTMm9RN_Zf3Y7IQGW2aXly0MeG2rWqS32r5BIRPw3YPTZOigazJyOqEGFXnqxeOuyLPM7GjKq2WPFoHD6oA1I5FWPGyA%3D&xkcb=SoAw67M3sFdDD-zDa50DbzkdCdPP
Data Supervisor,BCoral,Pakistan,"Rs 65,000 - Rs 75,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=c29fd11ddf0bdf63&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j205tt8gns54YSaF6hmzGBIKxB5iFQB2huiiSvtFW3hBmYyCxmhuImJ2Aba7WTSu5Lz6In2TcDHlgGBVjXFFzVT7GxKAR5zjgYP6AhD9H2VMsm3hllTcH1SXW2ldq70xW6Y%3D&xkcb=SoAj67M3sFdDD-zDa50HbzkdCdPP
Data Analytics Associate,Mac Care,Karachi,,Easily apply,,https://pk.indeed.com/rc/clk?jk=a4ec15027def178c&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j20NaVSliV4KVQSBKR68YhVwMzo6-0vejwJix60c1myDqPiOEHL9UJSkoznm7eGb8BxaB-rWO8GHURqdUahoJ7LDqFnSYd14BzM1uQIXzlxghob6ou4hNO8hbOBBjN1dNlU%3D&xkcb=SoCZ67M3sFdDD-zDa50bbzkdCdPP
Functional Business Analyst,iHorizons,Lahore,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=fb63b407f09dde53&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j21GcYXg8Y7dsecxxRjThI91neuaiYmPw8xTGcwANuymqFlqGuMBKyhgRGe3DvNJHEZHGedfmpMiTecmplJApsBjDv04m0Hf6jR_G7GySVpNlTDDjIZnYMPG1WeTjKlbaDk%3D&xkcb=SoCK67M3sFdDD-zDa50fbzkdCdPP
Data Analyst II,Careem,Lahore,,,,https://pk.indeed.com/rc/clk?jk=5410d4604abac434&from=hp&tk=1j65aj69vh85v801&bb=1KsmJoD4j22sJDBKw36dHXBbDzx6flmScZr5FiHJKSffzFzh-BUu3BVMx-BuHu---OzzPv8tsOVDTXyf7XOsUkXoFCy_EIjZmI7kVPFOpffU8w-u4jroTXpbbtrEhi28XF_Asgt1AG0%3D&xkcb=SoD-67M3sFdDD-zDa50TbzkdCdPP
Trainee Business Analyst,Contegris Pvt Ltd,Lahore,"Rs 25,000 - Rs 30,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=ae1f701d41eeb375&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGZb4UkYRmOqph5Hjd90wnj1Wa6-O_gzQxVwh2wb6eXjCqlZWdqFJr0UFjYz-WtYRl5UlO77EW3FmdGL0xIEstZnJgPXmvP4oknuz3d_Ug_aITt-9v7cKKcl1TU-W7V8Q7s%3D&xkcb=SoDQ67M3sFdDJ8T4ZZ0BbzkdCdPP
Junior Data Analyst,Dm Clinical Research Group,Karachi,,,,https://pk.indeed.com/rc/clk?jk=466f72bcd56a27bb&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGaNFJOBfY9Z5Yv8h3KRt5KmTJERWZcRwbtxPjm5ylJzyOjAAvQxsZSmnxb58Ga21HhdwYYn0SlfGI9uVEu8-95ARptYlFXikiQN0GaANkcwtgCVYBz9kZgviTCO7FFFMZ8%3D&xkcb=SoDb67M3sFdDJ8z4ZZ0LbzkdCdPP
Staff Accountant (Night Shift),Arthur Lawrence,Pakistan,"Rs 65,000 - Rs 70,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=2bd6691db70dfd4f&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGY_9GG98CkpYJpzhloH831e1PVTV0qmNv3RJQirP_JIyDDZrUcUloM5N7wO_MFb9N33xIiFDdJvr_K0kM4PREOW_FrBdqwqEtheISwm1bgwyNJ6tusEW2YS-WUqINVxn5Y%3D&xkcb=SoDI67M3sFdDJ8z4ZZ0PbzkdCdPP
Account Receivable - Medical Billing,Physicians Revenue Group,Lahore,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=ff13d4aaa846064d&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGYj4mDb7BVgxRwKEel2MnNPScukzernfRhvvpar_2CrI07p414b4yxBJWYdpAtYMY3_5palw_AZl10Ca0u4akU81qkUPfTZ0u5iTBddX4sUnOBcDMZqziuVklww9bzI7ng%3D&xkcb=SoC867M3sFdDJ8z4ZZ0DbzkdCdPP
Billing Associate,Piedmont Behavioral Services,Lahore,"Rs 30,000 - Rs 35,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=1b7fb3d1cf9c5c5a&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGbtattOpM17lTGwrQnR2rs25ErcadjXRSUF2rx_QzIRCX4Xpq-DsAWuWeJnNhhP9BrrwJNdJTAOHMbyX9hppB1DVTQZvxvXlDlfuNO5dtp-Dx8TY7ShnULqj4yYv8T4dQQ%3D&xkcb=SoCv67M3sFdDJ8z4ZZ0HbzkdCdPP
Accounts Assistant,Pakisitan Spring & Engg. Co.(Pvt.) Ltd 31/32 KM...,Sheikhupura,"Rs 40,000 - Rs 50,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=058d2b85c4bba199&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGYhxICtF453vollU8jC_lfl3XU1Gm4BvKaDfptxBLbKdzqx0YLX5AhL2vqdBUMNSKNhs28vnL7CVtRQw9a--63D5RQ5h_kSnl1DpbY1eeL5VgVWGq8YWuQf_S2Y-tSjmlE%3D&xkcb=SoAV67M3sFdDJ8z4ZZ0bbzkdCdPP
Data management agent,IT Empire Private Limited,Faisalabad Peoples Colony No.2,,Easily apply,,https://pk.indeed.com/rc/clk?jk=8c79e50e26bab82c&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGZC88DYS6OHEC74ptzKcvkEBX9Grm5HuojTCQQyK9TDcdoEbyC1j5Ka4R1XkIIymvbLBusCkCkbFsHtTQ6W8EYddOhGb_i5KLLOlmjX8o3bAFFb2WEcVHbG2HobwDrRpQY%3D&xkcb=SoAG67M3sFdDJ8z4ZZ0fbzkdCdPP
Business Plan Writer & Financial Analyst,Chisty Law Chambers,Faisalabad,"Rs 50,000 - Rs 80,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=71c8391322b4a8d3&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGaySw25ZBEeNAlLUOpeAtWksW-9xHNbo1WTOjBgHc7beIG4SNV6WOzsZlFXF-7Mr0uxnrKKvS0HUxbDvFVYmQPVUZtQWWe2RX3lWd_KBtiHNkJmdjME2-v8DrP4-7X7tSE%3D&xkcb=SoBy67M3sFdDJ8z4ZZ0TbzkdCdPP
Data Analytics Trainer,Fortray Global Services Ltd,Islamabad,,,,https://pk.indeed.com/rc/clk?jk=a610671a7e0116bb&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGaXMGL3fj8wnmHABPegUoOR1AXqOCJO1yRWJEC5O1kpCqVzNqpXZYnnUH-CcAdVPmYTNUJ2DjaVBoUpuyz-zN0DiiPmn-0RSpuT1rTVKrnHG_C7u2BG-DLdSEiy9TJI3Kc%3D&xkcb=SoBh67M3sFdDJ8z4ZZ0XbzkdCdPP
BI Developer-Oracle BI Analytics,Kuza Ventures,Karachi,"Rs 80,000 - Rs 130,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=6a0c85a0d7193378&from=hp&tk=1j65aj7idhbvm801&bb=4fZ51cPfkGY3-Gzu9LcR69QAHim5lqLiBCa6CjX1VSdMT8I6CB48KbWAtcqeTyj8xhJlliOzJD0j6Z58oU4bTFUKEErN2vT1WxYDXz4e81n9Z4QFvs2L1EcdJr_Ibob2pyphpRX-V1s%3D&xkcb=SoBH67M3sFdDJ8z4ZZ0rbzkdCdPP
Data Visualization / BI Dashboard Designer (Part-Time),CODE Informatics,Islamabad,,,,https://pk.indeed.com/rc/clk?jk=6da07d5a7a903891&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicyBWK4MXeL6LpDPKlQjWviow0RYF9Nbp7K4C_F1SQ0E7Kyp2D0dU68zdloxfRojQzl2yrpaTQKPlkiG34V4QKmu6StgWB7JYVavPJf8alp-4Q0wVQT_7NHGAZgE4oUH_s8%3D&xkcb=SoDP67M3sFdC92T5dp0AbzkdCdPP
Senior Business Analyst,Think Digitally Pvt. Ltd,Karachi,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=df5eb456898f1626&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6Jicy8ZGimGdSnwpn0IIhS4NkKHm3b2BQ6isGOxvnx63TA3v8KBRPeEZM6NluLdi_ySX3D_0evEBtv7Cmr_z_xC5kzewDTartF7JoRAqGEZBxajEqWMZgAHcXaX2cwamDsKj0%3D&xkcb=SoDc67M3sFdC92T5dp0EbzkdCdPP
Credentialing Specialist,Complete Healthcare Solution (Pvt) Ltd.,Pakistan,"Rs 60,000 - Rs 80,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=42f33f5d3e0dbeb3&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6Jicwq0_2iaFYRTX7C4upaLBr_nDuSKPb2aMuJ6gkeO85121JbiTcZVTToVzKlglkctUP4uETD3_qZf5OgO9ASdMuNCgdMIXg7tApIvIRbku-pIKknVVj0qjMY3Wcfp4oB65o%3D&xkcb=SoBm67M3sFdC92T5dp0YbzkdCdPP
Executive Secretary to CEO,Avanza Solutions,Karachi,"Rs 90,000 - Rs 150,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=a80cc508ca5e4114&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6Jicz8nCZjzu-QJbLXQ3UDeojn_orgM1Ojv7wbEiReIuL5yQQZxiRnYfLrgaixhg0_oCRboXQ6kJOPab1JgzTKIZblhMcU0WpIbqd8TnHkhL70qsCCVpm-4VQJFIs6_Nu4WKM%3D&xkcb=SoBw67M3sFdC92z5dp0LbzkdCdPP
AI Implementation/Automation Assistant,MSK Marketing Solutions,Pakistan,"From Rs 100,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=9cd3bf4524dfb4a0&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicwyyhIM87BICnOnuOEJGMjjyNe0Mfm17bpfpf5y1Tnaj6ONdpocn21rSIhHndus4DebLpxqty223xgAEC4ev_6Gmhvm2-jazCnV0i96mm3Ir8cvG_qGlRcywhFvS7V6TaM%3D&xkcb=SoBj67M3sFdC92z5dp0PbzkdCdPP
AI Instructor (Remote),Codingal Technologies Private Limited,Lahore,"Rs 35,000 - Rs 80,000 a month",Easily apply,,https://pk.indeed.com/rc/clk?jk=432bdb1437130119&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicxpZOmxCk8EyrtznMjkCCta5pTcferwbx_UtiQAUg8f9je1B1klJqGnscNsS9x80t933KX1sZJ924WyRll2YxdVioDlJPHJCF5dtctOr35Pr6Cr2ci3dCe-ycJHYWgFYdg%3D&xkcb=SoAX67M3sFdC92z5dp0DbzkdCdPP
Analyst Expert Relations,Insights Driven Research,Lahore,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=0dc4bb32e54f0b5d&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicwzZDT8quEZreKmCeg6sgmtH9vqdNtPxVqxP_naZNmzHaXFLnkQpHTIfpAugt3OxSMRl9yWK6zjnFrUjfa39drfb-zxbxTQDSZkMpxNJkMBf3kBTRuPJNvIhKUD-AMZRAI%3D&xkcb=SoAE67M3sFdC92z5dp0HbzkdCdPP
We’re Hiring – Accounts Officers (Lahore),The Success Ventures,Lahore,,Easily apply,,https://pk.indeed.com/rc/clk?jk=92c001c57f7795a6&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicyId9a4Yu-092CePEmEc07O7rthBtPbwal30fjtQPvejM7G_z0CdxSUw7XvyydE-OQzmGhLdMOMgrKrJNSUmvgqUMob1FELER4pPWjo5eNGxJ-51gTfX6e-iQ_9f6LDbmU%3D&xkcb=SoC-67M3sFdC92z5dp0bbzkdCdPP
Data Governance Analyst,Xavor Corporation,Pakistan,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=347127dbfec2b1ad&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6Jicw7YyUZPbyserUcMiAWLYSnl7Bl0tkfSpq54hJIW-3wI3D1YyWmsW6CG3EUGdTrZZNjl90T8sG-WBJ50KN-xQfiPFI8HCKQMCV06ZVOIOFTIEG7dPmv5rcuEXukkW0KcZ0%3D&xkcb=SoCt67M3sFdC92z5dp0fbzkdCdPP
Data Validator,Love for Data,Karachi,,Easily apply,,https://pk.indeed.com/rc/clk?jk=855044353f6f3e60&from=hp&tk=1j65aj8vjh85v801&bb=WVw9NZ6JicwzZDT8quEZrffc8UsZbkGGU-gzgXSGR8XotZFaMP9H3fAcWBS0GMDvNDJ-tLR_8TGZOaj9cQonAhIUDB4l48-D5EzD_ux1Fu41es5mPud2MuFGgHOl1RbOnEon-zGJBf0%3D&xkcb=SoDZ67M3sFdC92z5dp0TbzkdCdPP
Female Sales Data Analyst,1 Solution Consulting,Karachi,"Rs 100,000 - Rs 170,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=f73e95703e13c62b&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfO1KONJeQi5sJi-pR4d8hwqidFRXdm4TgZK1bVuLhFD_yv8ZbsF5ZOArxXMjQ-ksuojRU6KPJIFiLF9g71tKLb91Yvi0ZgD69gFjwtPXoTznITigCpZT9YiVqm9EOOYtDQ%3D&xkcb=SoD767M3sFdCumT4aZ0BbzkdCdPP
Business Analyst Intern – Females Encouraged to Apply,GE Solucions Pvt Ltd,Karachi,Internship,Easily apply,,https://pk.indeed.com/rc/clk?jk=cde7bac8626eebba&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfO0cYmyksrAx5Z10zccNODqHwOiw5ObAttUfgMUHiOoYl8FJnM0tYZrnQfjkQe2nDP-MJ5RGQzdXOI3rxSRV18wyoDnxYY7C75f1x-k354tWA47bnWkdryHiXtZtG_DaFs%3D&xkcb=SoDo67M3sFdCumT4aZ0FbzkdCdPP
Debt Negotiation- US,Abacus Outsourcing,Lahore,"Rs 80,000 - Rs 100,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=dba2c72c1220a8cd&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfNCVdZdnDSFPpYcsAZe8u72sQKvsFXjpG3fBjjWCRIogtbFQ_-oN3NPwL79qW14RryEQNgvytFRJuG4GAE66k3cSMKhnE4gD-Y97uDA45a9Pj4ytv58RtP8rm_Z9V7Bmok%3D&xkcb=SoBS67M3sFdCumT4aZ0ZbzkdCdPP
Supply Chain Intern,HR First Pvt Ltd,Lahore Gulberg Colony,,Easily apply,,https://pk.indeed.com/rc/clk?jk=b0bef84d9659b093&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfNZ7fubcsGIrBH-I9c6i6uz18lXDioH_F2NvYa1XtfUWxvZbI6zbCTlKRmUKtHpyHCK4_CUMK8IKRonw_RcKrcPXUznHBSeAkvHFCp4SGvnKbesyq0yldfYN8zoHY-S-u8%3D&xkcb=SoBB67M3sFdCumT4aZ0dbzkdCdPP
Business Analyst,Riksof Private Limited,Karachi Clifton,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=8519a65c8583318f&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfPSjBTDPcfxiBicB3ltdFnAb89wjHV-rR0zrWw8haSF4Ym-pZcWCvSXwuyj2byYPI2vHQ_L7DXnGJ9hgYb7r5zH771Kut8-GbS4pJXgvu0ZgHrlhLLOe5KYXDTzl4gp3cY%3D&xkcb=SoA167M3sFdCumT4aZ0RbzkdCdPP
Account Executive,Vibractive,Lahore,"Rs 50,000 - Rs 60,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=c03f478524d325eb&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfPgoUoH9U2wSXiwMUGU5bXBv8E3yhRZ8xaQKDP-bPbAYCwljZDfiE3cRqcLGoczeLH-dmCFpJVbtrbZuxUbnJzjJ8ZY9oie4GfkJwsIOZa0UhwF7ik4EHdgDMo_-ZwRsWk%3D&xkcb=SoDw67M3sFdCumz4aZ0LbzkdCdPP
Data Extractor,AmentoTech Pvt Ltd,Lahore,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=759948cf5afbc5ac&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfOW_hSf9a1AFoFLQKoqyhu8GYJ_Ylr7KDOHtf_v2ViIJ4Qpf8hsp0Yoo6bjH5C1dMq5uNaQ6JhujuSdjm4S9h4MRLPvvUVyXcgVTteUOoQD0dhHM-wQCj9B2tC63ZSA2h0%3D&xkcb=SoDj67M3sFdCumz4aZ0PbzkdCdPP
Data Science Instructor,Rizfa,Faisalabad,"Rs 65,000 - Rs 70,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=f8a9f012da06c1ee&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfPXee30h7OjlDUDs79pYJN8bDZoQS3PTxkc_UlxZaLaeKQlGRA9K6QOoqRHCJhEIOHlVZYNnlzqwMudF6-__ltrY9AIKMqHKo_IJ-kci1cAXmj1cVycj4ny8_XRdhb-wVk%3D&xkcb=SoCX67M3sFdCumz4aZ0DbzkdCdPP
Administrative Officer,Chisty Law Chambers,Faisalabad,"Rs 80,000 - Rs 100,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=43c4a3ed61634dee&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfN0NRxA6p5P2EbpFIwZIY6oSP00rHcUQhjzIKL6JSHzPClrAY5W6pxp0iDw0p4RhzHggfzkVmzVz-bbeW0rd219R5jg0Q9VUigvzDrqmqwmyNGz-xG4Fsr-iESFP0A64dM%3D&xkcb=SoCE67M3sFdCumz4aZ0HbzkdCdPP
Business Intelligence/Data Processing Officer,HR First Pvt Ltd,Karachi,Full-time,Easily apply,,https://pk.indeed.com/rc/clk?jk=44d713e747b5f0de&from=hp&tk=1j65ajajohbvm801&bb=soaWBlX8kfMQMDQb1yO533JDqKkaSOaWrj-EZYPjph9j_CUkyBU_ShVtlu3xyTUKGSHB3LSS7JeRdYvgTZNsdc6AX3xTaNNDJYjM4gojJ4Iv-0YE8rTJkVQH2aO8fc-BfRVE2PIXox8%3D&xkcb=SoA-67M3sFdCumz4aZ0bbzkdCdPP
Sr. Power BI Developer (Remote),Code Creators,Pakistan,,Easily apply,,https://pk.indeed.com/rc/clk?jk=7a25a470a3e1e4ca&from=hp&tk=1j65ajc50h85v804&bb=bNBBFN47ERTmWnGiGBO5aIoTr-N1zm85o1CvIhAVhAR88jq5OkewGYdkVh1HtYd8wKQ4W1s3MB0bLqkFF2mMkdZbTf0t6vVn5I3pNc4JIAKZ3y12xNfBd6vzhrDNPUoNJJb7c6nPyrA%3D&xkcb=SoC167M3sFdCSSz4aZ0BbzkdCdPP
Publication expert,StudyAero,Pakistan,"From Rs 100,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=0b4923fa832d23d3&from=hp&tk=1j65ajc50h85v804&bb=bNBBFN47ERTpKaynpop22yUjDrgyFyB2pL3fBF-auOkB0iKg81b2Ih256wls2-1RaGSZrFSI2LkkYjZrLyjWAfxOtsAgStUhdwwq49AElDteImO1v_yd4i6Lg3Mk5h5XoMhTA6vEBRg%3D&xkcb=SoCm67M3sFdCSSz4aZ0FbzkdCdPP
Accounts Officer,TalentHue,Lahore,"Rs 50,000 - Rs 60,000 a month",Easily apply,Full-time,https://pk.indeed.com/rc/clk?jk=c3d50d331030b692&from=hp&tk=1j65ajc50h85v804&bb=bNBBFN47ERQglab-XPmVa9BXlfo4Oq05dikvzI_bJAWFGpdzvzCEj1lMaM09FCmq0ta7HMFH5WZRPDw_sr4MXvUu3Gi5sw8MMlo0MMO0jZWaFxklLeOamfv-ffh8xXzjOd03gH7GMRo%3D&xkcb=SoAc67M3sFdCSSz4aZ0ZbzkdCdPP
